,Top1_rec,Top2_rec,Top3_rec,Top4_rec,Top5_rec,Top6_rec,Top7_rec,Top8_rec,Top9_rec,Top10_rec
22378,22377,22345,22344,20704,22333,22346,22328,22343,22494,22342
22379,22381,22380,22664,21935,22352,22390,21936,21934,22377,16218
22380,22664,22381,22379,22377,21935,22108,21934,16218,85071A,21286
22381,22379,22380,22664,22377,21935,22266,22108,22378,22352,16218
22382,22662,20726,22383,20728,22384,20725,20727,23207,23206,23209
22383,20728,20726,20727,22384,22382,23207,20725,22662,23206,23208
22384,20728,20725,20727,22383,23207,22382,20726,23206,22662,23209
22385,22663,20712,22386,20713,21931,85099F,21930,23199,21928,85099B
22386,85099F,21929,22385,21928,85099C,21930,20711,85099B,20712,23201
22389,22393,22390,22391,22108,84926F,20830,85118,22394,22074,22407
22390,22389,22393,22541,47369B,85131B,84926F,21372,20662,DOT,90083
22391,22393,22389,22394,22395,21656,22390,20830,84926F,85039C,22541
22393,22391,22389,22390,22395,35653,21656,85049H,90177D,84926F,22394
22394,22395,90177D,90059B,90059E,84402B,90059C,84206A,21370,79161A,22391
22395,22394,90086,90177D,90087,84673B,90149,90072,22393,90205C,90141D
22396,22403,22400,22398,84929,22402,22399,22100,81952V,16048,84926D
22398,22400,22396,22402,22403,22399,84929,84926D,21311,21402,85019B
22399,22400,22396,23281,84929,22398,23282,22402,22403,22922,84926D
22400,22402,22396,22398,22403,84929,22399,84926D,84926F,85032B,85017B
22402,22400,22398,22396,22403,84929,85032B,35923,22399,85017B,84926D
22403,22396,22400,22402,22398,84926D,84929,85071C,21402,22100,85071D
22405,22407,90149,16010,20663,90177D,37468,72132,22409,90119,90072
22406,22407,22394,22363,20780,22359,22358,84847,84989A,90146,22115
22407,84226,20964,84743C,84227,90141A,90141C,21827,90141E,90141D,90076
22408,22074,22407,22405,22395,21427,85095,90072,51020B,22406,90177D
22409,22407,21147,90205A,16010,84877B,22405,22410,71406C,71496A,90083
22410,22407,22108,23137,21905,20655,22409,21159,84531A,85055,22495
22411,21929,21928,85099C,23581,21931,23582,23199,20713,23203,85099B
22412,21905,82567,21165,82599,21169,82600,22413,21908,21907,21903
22413,21903,21907,21169,21908,82600,21165,22412,21166,85152,21181
22414,22365,22688,48111,22471,22486,48116,20794,22691,21372,90141C
22415,84989A,20670,21460,90152A,22127,21686,22477,20861,23121,22479
22416,22949,21972,21973,21211,22417,22951,84988,21210,22613,21974
22417,21975,22951,21213,21976,21977,22613,22416,23307,22964,23308
22418,22534,22537,22421,22531,23506,22422,22420,21269,22533,22308
22419,22421,22420,22422,16238,79149B,22099,22098,16048,84659A,23579
22420,22421,22419,82616B,22422,21372,84659A,16010,20663,20662,16238
22421,22420,22419,22422,84535B,82616B,84536B,21640,84659A,21642,37468
22422,16238,21832,16236,22124,22420,16218,16011,16216,20986,22610
22423,22699,22697,22698,20705,21058,20840,16054,21060,21059,23192
22424,22425,22429,22426,84926A,22428,22846,22427,21534,23423,23168
22425,22424,22429,22426,85059,22428,23137,85055,21534,85008,71406C
22426,22425,85059,22427,22429,22430,22428,85054,22409,22410,22424
22427,22426,22430,22424,22425,22429,22409,85059,85054,21656,22361
22428,22376,22372,79066K,22426,22425,84519B,22375,22371,20781,85071B
22429,22425,22424,22426,85059,22624,22496,22495,22626,22500,22427
22430,22427,22426,84926E,21413,21792,85059,85129D,84689,23250,21417
22431,22433,22432,22523,22522,22521,84674,22520,22515,22514,22526
22432,22431,22433,22523,22521,22522,22520,22515,22514,22524,22526
22433,22431,22432,84674,22514,22515,22523,22521,22522,22520,22526
22434,22440,22436,21829,21724,22439,90018B,21830,21058,21723,72801D
22435,22436,22437,22434,21723,20684,21720,21726,21207,22332,16238
22436,22437,22440,22439,22332,22434,21723,21724,21061,22334,21987
22437,22332,21207,21987,21989,21988,21544,22436,21679,22085,21211
22438,16258A,90204,90170,21676,22074,16238,90173,22440,21377,22439
22439,22440,22436,21828,21826,21830,21723,22434,21726,22437,11001
22440,22439,22436,22434,21829,21117,22437,21676,21679,16254,20684
22441,22443,21714,22442,22905,22496,84796B,22702,22652,22479,21467
22442,22443,22441,22477,22478,22769,22496,22479,35914,37500,35958
22443,22442,22441,22477,20748,72800D,20654,85039B,20617,21713,20856
22444,72122,21561,22135,22516,22517,22559,21067,47593B,21872,17129F
22445,22480,85055,84931B,90059F,22452,22104,22256,20910,72369A,20769
22446,22448,22447,22453,44242B,22452,84743C,20964,84227,35958,16206B
22447,22448,22446,22453,84509E,44242B,22452,22450,22753,22757,21630
22448,22446,22447,22453,22452,20662,22545,20659,21028,35958,44242B
22449,22450,22451,22758,22176,20696,22175,22108,20659,84951B,22453
22450,22449,22451,22453,22448,22446,22108,22454,22175,20659,22758
22451,22450,22449,22454,20696,22175,22176,84754,35241,90145,84931A
22452,22453,22446,22448,22454,20910,20696,47341A,35958,20659,71496A
22453,22452,22448,22446,22454,22447,71510,35958,20910,21131,44242B
22454,22453,22452,22451,85096,22450,21171,22448,84569A,20696,84916
22456,22185,22488,22457,21156,21411,22915,23015,21917,21407,22363
22457,22456,22820,22488,22185,20978,85183B,22596,85132C,22326,22318
22458,22459,84877A,21897,22381,21898,90214C,79331,90214E,90214A,22652
22459,22458,21897,21898,84877A,79331,84974,71038,21804,37509,21626
22460,35610B,35610C,84949,22178,23145,23039,23483,23144,23405,21326
22461,72127,21845,17091J,85186C,21530,84976,90035C,23104,79163,72130
22464,22465,22695,22224,71053,21390,22784,21324,23096,20771,20767
22465,22464,22224,21324,71459,71053,22784,85194S,22415,22106,22102
22466,21731,23084,23480,23346,84625A,22589,84509E,21452,23079,20819
22467,22781,23158,20668,84692,21463,21464,21371,37413,22167,23423
22468,22179,23010,79302M,23079,22943,22779,22754,47422,21447,22780
22469,22470,23321,23322,22694,22696,22695,23329,23330,23332,23323
22470,22469,22694,23322,22696,23321,22695,23323,23332,23329,23330
22471,22472,22474,22414,22199,22124,84805B,22396,17012E,71496A,22422
22472,22474,22471,85168B,20910,22475,85017C,20894,22630,22631,21906
22473,22475,84595E,85035C,22474,84813,72128,22476,22472,21065,85136A
22474,22472,22471,85168B,22475,20910,20894,22630,21486,85017C,84032B
22475,21425,22473,21486,20781,22474,84688,22472,22327,37479P,20622
22476,20733,22472,22473,22475,20781,84969,37476,20619,16169P,21866
22477,22479,22478,35958,22443,21025,22415,20670,20654,22442,22702
22478,22479,22477,21025,35958,22702,20846,22442,21561,90141B,90093
22479,22477,22478,47481,35958,22341,47471,17129F,85055,21025,21445
22480,22482,22445,21331,22481,21896,84989A,84882,90208,16016,20752
22481,22482,22480,85059,84989A,85045,16016,84609,90205A,46000U,21664
22482,22480,22481,44242B,35598A,85055,21331,16169P,20910,21815,20861
22483,84581,22175,22320,22176,84580,23398,22325,84508C,20819,20696
22485,37476,37475,21926,22495,84452,23314,84688,22807,23413,22707
22486,21666,21367,85161,90108,35816P,20769,21368,84595E,21371,84341B
22487,22168,84763,22089,84689,21310,23459,22489,21918,23554,85213
22488,22185,22456,22928,23326,21917,23418,22496,23328,22050,23169
22489,22491,22560,21918,22211,21917,21703,72225C,22561,23496,22315
22491,22489,22560,22561,23190,22493,22564,90086,23522,20655,90087
22492,22536,22493,22530,22529,22821,20704,21121,22535,22531,21360
22493,22491,22560,21222,22492,47594A,47563A,82011B,22475,21360,22473
22494,21906,21260,21774,23178,23282,84847,21775,22472,85008,20659
22495,22496,22500,22410,21773,23074,23425,22363,85059,22359,21661
22496,22495,22500,23074,20781,23425,22362,22108,22410,22263,21773
22497,22500,22410,22409,72819,90074,90028,85168B,84847,84968B,21031
22498,85213,21424,20774,20622,22499,21926,21027,21028,15058C,21054
22499,22084,21626,21878,22498,22611,21623,21380,21622,21621,22358
22500,22495,22496,22497,22410,90161A,22358,22721,90059E,23425,90146
22501,22502,84673A,37476,22905,23274,84673B,21089,20662,85024B,85213
22502,22501,M,22829,37333,84673A,40001,22723,85205B,21724,22934
22503,20661,22504,46000R,46000U,22276,20658,72132,16169P,84743C,84227
22504,22280,20661,22503,84874B,21226,72812,20866,85087,46000R,16010
22505,22968,22507,23409,17007B,21623,85023B,21372,23423,47594B,21448
22507,22505,21623,23134,35653,85161,22558,22508,20717,16254,85202
22508,21411,21408,20700,85129C,21116,21115,85130C,21356,22135,85118
22509,21026,22216,22446,22448,22511,22510,21286,84531A,23494,21446
22510,22511,22512,21628,21370,84509E,90177D,22513,90205C,72709,90031
22511,22510,44242B,84509E,22446,84637,71403,21131,84673B,22512,20705
22512,21370,90177D,51020A,85168B,21425,51020B,22124,22513,84206A,90146
22513,22512,90146,90201D,90201A,90201B,51020B,90030A,90031,51020A,90201C
22514,22515,22516,22517,22519,22520,22522,22521,22518,22523,22524
22515,22514,22516,22517,22520,22521,22522,22519,22523,22518,22525
22516,22517,22514,22515,22520,22522,22521,22519,22523,22518,22525
22517,22516,22515,22514,22519,22520,22522,22523,22521,22525,22518
22518,22519,22515,22514,22523,22521,22522,22517,22520,22516,22525
22519,22518,22515,22514,22517,22523,22521,22522,22516,22520,22525
22520,22521,22522,22523,22524,22525,22515,22514,22517,22516,22518
22521,22520,22523,22522,22524,22525,22515,22514,22517,22518,22519
22522,22523,22520,22521,22524,22525,22515,22517,22514,22516,22519
22523,22522,22520,22521,22524,22525,22515,22517,22514,22518,22519
22524,22525,22523,22521,22522,22520,22515,22517,22514,22516,22519
22525,22524,22523,22521,22522,22520,22515,22517,22514,22516,22519
22526,22519,22517,22516,22514,22518,22515,22522,22523,22525,22432
22529,22535,20780,22359,22534,22530,22536,22533,22537,21125,22545
22530,22534,22536,22533,22544,22539,22535,22543,22537,22531,23508
22531,22534,22535,22537,22530,22536,22533,22540,22539,22544,22543
22532,22533,22535,22536,22530,22534,20697,22537,22315,20698,22531
22533,22532,22534,22530,22535,22543,22536,22537,22531,23509,23508
22534,22530,22537,22544,22533,22531,22535,22539,22536,23367,22614
22535,22536,22532,22533,22537,22534,22530,22531,22529,22544,23507
22536,22535,22530,22533,22532,22534,22537,22531,22543,22546,22539
22537,22534,22535,22530,22531,22533,22536,22418,16011,22544,22529
22538,22544,22540,22541,22545,22539,22543,22546,20662,22547,22108
22539,22544,22540,22538,22547,22545,22546,22530,22543,22541,22534
22540,22539,22544,22543,22545,22538,22546,22541,22547,23509,22530
22541,90141D,90141E,20678,90076,90101,90103,84743C,20964,84227,90205C
22543,22546,22540,22545,22541,22538,22539,22544,22533,22530,22547
22544,22539,22540,22538,22534,22545,22530,22547,22543,22541,22546
22545,22541,22546,22540,20662,22544,22543,22538,90141D,90141E,90076
22546,22543,22545,22540,22541,22539,22538,22544,20662,22448,90059F
22547,22539,22544,22541,22543,22540,90087,71496A,22545,90072,47518F
22548,21791,22549,21790,22561,21912,21913,22550,85017C,22536,23229
22549,21791,21790,22548,22531,22378,21787,22615,23282,23281,21774
22550,21912,21888,21913,23229,21790,21791,22548,21890,20655,84429A
22551,22554,22555,22556,22557,22553,22614,22534,85232B,21581,21981
22553,22557,22554,22555,22551,22556,21967,21581,22100,21981,22437
22554,22551,22556,22557,22555,22553,21981,85232B,22614,20977,22534
22555,22556,22557,22554,22551,22553,21981,21581,22614,22615,22652
22556,22555,22554,22551,22557,22553,21981,85039C,22615,85232B,20977
22557,22555,22554,22551,22553,22556,21581,85232B,20980,79323B,21981
22558,21155,22567,21535,22507,20838,21035,23296,21154,85035A,23294
22559,21718,84688,16206B,90205C,84226,20910,90101,DOT,20678,90141E
22560,22491,22489,22561,22493,21703,23495,21580,23497,22731,72132
22561,22491,22560,22548,23192,23190,22489,23188,22622,35964,21889
22562,22563,22564,21027,21032,21026,23280,21724,21028,21030,21031
22563,22562,22564,21027,20986,21032,21026,21724,21028,21328,21031
22564,22563,22562,21724,21027,21026,21025,72132,90152A,21725,21032
22565,22566,22587,22586,20967,16238,85227,20971,20972,22271,22749
22566,22565,22587,22586,20967,20970,20969,85185B,84898F,22274,22271
22567,22939,21662,21664,22760,21684,21905,21787,85161,21666,23337
22568,22570,22569,22274,22147,20970,20972,22150,20969,22273,22271
22569,22570,22568,20969,20970,20967,22274,22147,22273,22271,22566
22570,22569,22568,20969,20970,20967,22147,22274,85185B,22271,22150
22571,22572,22603,22573,22574,22601,22594,22593,23264,22576,22600
22572,22571,22581,22573,23264,22576,22603,22574,23269,23266,22600
22573,22574,22576,22601,22603,22600,22581,22572,22571,22594,22593
22574,22573,22576,22603,22571,22601,22581,22572,22600,22594,22593
22575,21809,21804,21811,22592,85061W,22158,21014,21015,21824,21819
22576,22573,22574,22581,22603,22601,85199S,22572,22594,22600,22593
22577,22578,22579,22581,22338,21823,22340,21015,22339,21824,22336
22578,22577,22579,22340,22581,22338,21015,21823,22339,21824,22574
22579,22578,22577,22581,21015,21823,22340,21824,22339,22574,35964
22580,22130,23695,23058,22340,23266,22389,23697,21147,21429,22844
22581,22594,22579,22603,22593,22576,22573,22572,22600,22578,22601
22582,22584,22583,22813,20869,35913B,22585,35968,84683,22567,37475
22583,22584,22582,21310,22813,21291,22585,22744,22127,23267,23272
22584,22582,22583,22585,22813,20869,21291,21292,21310,85019B,23272
22585,22584,22813,22582,21399,22246,20869,20856,22445,20867,21398
22586,22587,22566,20967,22565,20969,20970,20733,22147,84898F,21680
22587,22586,22566,22565,85185B,20967,20969,20970,22148,21222,22147
22588,22589,22390,23153,22188,20669,20795,72780,90166,22189,85179A
22589,90166,20956,22588,85232B,23149,90049,90119,71406C,90083,85131B
22591,21253,84687,84968E,22186,23235,23247,21372,22785,22340,21851
22592,23123,22822,84352,23130,23131,23129,71406C,23122,85170C,22132
22593,22594,22595,22581,22600,22603,22601,22576,22571,22573,22574
22594,22593,22581,22595,22603,22600,22601,22576,22571,22574,22573
22595,22593,22594,22602,22483,22601,85199S,20795,21025,23432,22574
22596,21199,23224,21442,85071A,23330,21401,23431,23274,23492,23470
22597,22599,22598,22161,35819B,22338,21823,21809,22155,22336,21810
22598,22599,22597,22339,22121,22337,72128,22338,84926F,21823,23219
22599,22598,22597,35964,21015,35968,22336,21810,22339,90087,84926F
22600,22603,22601,22602,22573,22594,22593,22581,22574,22576,22571
22601,22603,22600,22573,22602,22594,22576,22593,22574,22581,22571
22602,22600,22603,22601,22593,23270,22594,23266,23263,21114,22595
22603,22600,22601,22602,22581,22573,22594,22576,22571,22593,22574
22604,22642,22639,22640,22638,22641,22643,84926A,22108,22124,84707B
22605,22607,22606,23576,84031B,84032A,22415,22257,21849,84032B,21580
22606,22607,22605,46000U,84609,47469,23537,22443,35095A,22493,84032A
22607,22605,22606,84051,21715,21718,22944,21781,84796B,90155,84789
22608,22609,22610,16218,16048,16054,21650,16219,20996,16237,16011
22609,22608,22610,16218,16054,16048,22422,22209,81952V,16045,20996
22610,22608,22609,16218,16237,16219,16011,16048,20996,22422,16045
22611,21622,21624,21625,21442,22394,21579,22357,21411,21623,22395
22613,21989,21094,21086,21987,21088,21078,21096,21988,21090,21080
22614,21981,23377,22615,21984,21986,23380,21982,21967,21983,23346
22615,21981,22614,71496A,21982,84915,21983,21984,22541,90141C,90141A
22616,22713,22902,23505,22900,23005,22659,23391,22911,22660,23238
22617,22138,22635,21770,22618,22634,23348,22335,20702,85179A,21413
22618,20966,20861,84673B,22769,71496A,79161A,16207B,90149,90177D,90059C
22619,21891,21892,22620,22621,21890,85014A,21889,84508A,22550,21912
22620,21891,21892,21890,22619,21703,21889,22621,21914,84508A,21888
22621,21891,22619,21892,22620,21890,20971,20972,21790,85049D,21703
22622,22623,22561,22491,22636,23528,22905,85232B,85163B,84766,72801D
22623,22622,21912,21913,23229,84509G,21889,35833P,21888,23178,16169P
22624,22625,22627,22626,22429,22425,22193,22192,75131,22191,22334
22625,22624,22627,22626,22193,22846,22429,22847,22192,22191,75131
22626,22625,22627,22624,22429,35810B,22425,23578,22424,22848,23018
22627,22624,22625,22626,22849,75131,23342,22192,22429,22193,85176
22628,22329,21039,21216,21217,21246,21218,22327,84033,84452,35818P
22629,22630,22631,23346,23345,22326,22382,22662,23292,22659,23290
22630,22629,22631,23346,23345,23292,22472,23291,22662,22326,23290
22631,22629,22630,22659,23346,22326,23345,23291,84828,23292,22472
22632,22865,22867,22866,22633,23439,22834,22110,23359,23392,23330
22633,22865,22867,22866,23439,22632,22834,84520B,70007,21849,22110
22634,22635,22636,22629,35265,23292,23289,23290,22630,23291,22974
22635,22634,22636,35265,23292,23289,23290,22472,23291,22974,22629
22636,22634,22973,22635,23255,22975,22977,21722,21189,21591,22972
22637,21556,22650,21452,22393,21844,22646,22309,17012E,21985,72709
22638,22642,22604,22640,22639,22108,84926A,90166,21370,84402B,22641
22639,22604,22642,22640,22638,22643,22641,85130A,84984B,84984A,20893
22640,22604,22642,22641,22638,22639,22643,84804B,22108,22389,84806A
22641,22642,22640,22604,22643,22639,84806A,84805B,84984B,84984A,22152
22642,22604,22638,22639,22640,22641,22643,22108,85055,71406C,84452
22643,22642,22640,22604,22639,22641,22638,22108,84805B,21403,21809
22644,22646,22645,21231,22059,22055,22650,21232,22064,84707A,22067
22645,22646,22644,21231,21232,22650,22059,20757,22055,84535B,37448
22646,22644,22645,21232,21231,22059,22055,22650,22649,22064,22637
22647,22066,22064,22059,84509G,22124,85118,22062,51020B,22067,22100
22649,22059,22055,22063,37447,37448,22064,37446,21231,37450,22057
22650,21679,21427,22068,21504,22645,21544,22646,22637,21556,22644
22651,85176,85178,85177,84849A,21786,22546,20663,22204,23422,84625A
22652,22654,22653,22494,22441,22555,22453,22245,21787,22479,20894
22653,23514,23511,23513,23517,23515,22654,23512,23518,85131D,20910
22654,22653,22652,21258,22968,21628,22494,21259,22821,20696,84916
22655,22656,46776C,90212B,46776B,35607B,21890,84031A,23536,21109,21586
22656,22655,37491B,84539,37491D,37491C,35638A,22471,20751,23533,22376
22659,22631,23347,22660,22900,22629,22630,23505,22902,22970,23005
22660,22659,22900,23347,22902,22616,23391,21955,23505,23579,22136
22661,20723,20719,22356,20724,23205,22355,23204,23346,23345,23290
22662,22382,20726,22383,20728,22384,20727,23207,20725,23346,23209
22663,22385,20712,22664,21930,23390,22899,85099F,22630,22474,22661
22664,22380,22381,22379,22663,84629,20661,35968,21286,22661,21934
22665,22667,22723,22721,22666,22905,23197,47310M,21427,85202,22316
